"Address","Content Type","Indexability","Status Code","Status","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","GA Sessions","GA % New Sessions","GA Users","GA New Users","GA Bounce Rate","GA Page Views Per Session","GA Avg Session Duration","GA Goal Conversion Rate All","GA Goal Completions All","GA Goal Value All","GA Page Value","Clicks","Impressions","CTR","Position","URL Encoded Address","Crawl Timestamp"
"https://www.bettersleep.com/blog/rem-sleep-explained/","text/html","Non-Indexable","200","OK","Canonicalised","REM Sleep Explained | BetterSleep","33","312","REM sleep is a key factor in helping you feel alert and well rested","67","405","","0","REM Sleep explained","19","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","489277","1006","1.227","4","","6","5","0","0.470","53","32","0","24","20","0","","","","","7318619498dba0b444e835e21d046621","0.118","Thu, 28 Apr 2022 12:56:54 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/rem-sleep-explained/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/pillow-hygiene-101/","text/html","Non-Indexable","200","OK","Canonicalised","Pillow hygiene 101 | BetterSleep","32","285","Here are some tips for optimal pillow hygiene, when to replace them, and how to wash them down.","95","606","","0","Pillow hygiene 101","18","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","487648","818","1.020","4","","6","5","0","0.470","52","31","0","16","14","0","","","","","a42cc8affeae6a12fb021bebc3019cdc","0.153","Thu, 28 Apr 2022 12:56:51 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/pillow-hygiene-101/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/sleeping-dogs-explained/","text/html","Non-Indexable","200","OK","Canonicalised","Sleeping Dogs Explained | BetterSleep","37","341","It’s actually quite common for dogs to sleep anywhere from 8 to 20 hours a day depending on their age. However, you might have questions as to why that is.","155","974","","0","Sleeping Dogs Explained","23","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","487028","961","1.168","4","","6","5","0","0.470","54","32","0","17","15","0","","","","","aabe6c040925c3c4b2b772801bd56f","0.173","Thu, 28 Apr 2022 12:46:02 GMT","","","","1.1","","","","","","","","","","","","1","543","0.002","61.750","https://www.bettersleep.com/blog/sleeping-dogs-explained/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/pillow-materials-explained/","text/html","Non-Indexable","200","OK","Canonicalised","Pillow Materials Explained | BetterSleep","40","349","Today, you have many, many options with pillows made with everything from feathers to gel to buckwheat. It’s great to have options, but it can also become overwhelming.","168","1055","","0","Pillow Materials Explained","26","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","488387","871","1.082","4","","8","7","0","0.660","52","31","0","14","12","0","","","","","6c38a15c6324b0b7d381efab8c59b5d8","0.116","Thu, 28 Apr 2022 12:56:51 GMT","","","","1.1","","","","","","","","","","","","2","144","0.014","33.570","https://www.bettersleep.com/blog/pillow-materials-explained/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/white-noise-for-babies-pros-and-cons/","text/html","Non-Indexable","200","OK","Canonicalised","White Noise for Babies – Pros and Cons | BetterSleep","52","474","Many people, including babies, find the constant, low hum of background noise soothing and restful.","99","613","","0","White Noise for Babies – Pros and Cons","38","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486268","883","1.092","4","","6","5","0","0.470","54","32","0","17","15","0","","","","","c0f7a6bda169f4f8315ddcab1e08061d","0.155","Thu, 28 Apr 2022 12:48:44 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/white-noise-for-babies-pros-and-cons/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/living-in-the-dark-are-you-unknowingly-suffering-from-a-sleep-disorder/","text/html","Non-Indexable","200","OK","Canonicalised","Living in the Dark: Are You Unknowingly Suffering From a Sleep Disorder? | BetterSleep","86","774","Learn more about sleep disorder definitions, symptoms and treatments with sleep specialist Dr. Reut Greuber.","108","680","","0","Living in the Dark: Are You Unknowingly Suffering From a Sleep Disorder?","72","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","495472","1537","1.978","4","","10","9","0","0.850","52","32","0","15","13","0","","","","","92645ce584a0b958475838ab444c891c","0.152","Thu, 28 Apr 2022 12:56:33 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/living-in-the-dark-are-you-unknowingly-suffering-from-a-sleep-disorder/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/2021-international-yoga-day/","text/html","Non-Indexable","200","OK","Canonicalised","Yoga Day 2021: Honouring Your Wellbeing | BetterSleep","53","500","This year’s International Yoga Day aims to raise awareness of the many benefits of practicing yoga. Since 2015, Yoga Day has been celebrated on June 21st, the longest day of the year.","183","1160","","0","Yoga Day 2021: Honouring Your Wellbeing","39","","0","Yoga Flow Practice for Yoga Day","31","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486503","852","1.051","4","","6","5","0","0.470","53","30","0","14","12","0","","","","","98862258d77d95ad89b74fd61ca82e98","0.114","Thu, 28 Apr 2022 12:35:33 GMT","","","","1.1","","","","","","","","","","","","0","9","0.000","26.560","https://www.bettersleep.com/blog/2021-international-yoga-day/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/bedtime-routines-to-help-you-fall-asleep-fast/","text/html","Non-Indexable","200","OK","Canonicalised","Bedtime Routines to Help You Fall Asleep Fast | BetterSleep","59","529","Preparing your body and mind for sleep will help you fall asleep faster and feel more rested every day.","103","630","","0","Bedtime Routines to Help You Fall Asleep Fast","45","","0","What Is a Bedtime Routine?","26","Why Are Bedtime Routines so Important?","38","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486570","883","1.111","4","","6","5","0","0.470","53","32","0","16","14","0","","","","","9930b45f152c64af7fbe1421a276f6d0","0.161","Thu, 28 Apr 2022 12:37:00 GMT","","","","1.1","","","","","","","","","","","","0","93","0.000","70.350","https://www.bettersleep.com/blog/bedtime-routines-to-help-you-fall-asleep-fast/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/why-having-a-social-circle-is-important-for-your-mental-health/","text/html","Non-Indexable","200","OK","Canonicalised","Why Having a Social Circle Is Important for Your Mental Health | BetterSleep","76","670","Maintaining positive social connections is one of the best things you can do to support your mental health.","107","656","","0","Why Having a Social Circle is Important for Your Mental Health","62","","0","What Are the Benefits of Having a Strong Circle of Friends?","59","How Social Circles Impact Our Mental Health","43","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486437","862","1.129","4","","6","5","0","0.470","52","29","0","16","14","0","","","","","76403a91034c940c61d4167c43ed8c05","0.159","Thu, 28 Apr 2022 12:48:52 GMT","","","","1.1","","","","","","","","","","","","26","730","0.036","20.160","https://www.bettersleep.com/blog/why-having-a-social-circle-is-important-for-your-mental-health/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/strawberry-full-moon-june-24/","text/html","Non-Indexable","200","OK","Canonicalised","A Full Moon Meditation for the Strawberry Moon of June 24th | BetterSleep","73","651","Full moon meditations help you focus on the culmination of a project or celebrate a goal you’ve accomplished.","109","677","","0","A Full Moon Meditation for the Strawberry Moon of June 24th","59","","0","Why Strawberry Moon?","20","The Meaning of the Strawberry Moon","34","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","485317","751","0.944","4","","6","5","0","0.470","52","31","0","14","12","0","","","","","5491d29b0db16bea966d6875e4dde0a5","0.156","Thu, 28 Apr 2022 12:46:40 GMT","","","","1.1","","","","","","","","","","","","2","159","0.013","59.340","https://www.bettersleep.com/blog/strawberry-full-moon-june-24/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/dreamer-chronicles-a-fully-immersive-bedtime-story-experience/","text/html","Non-Indexable","200","OK","Canonicalised","Dreamer Chronicles: A Fully Immersive Bedtime Story Experience | BetterSleep","76","696","We’re happy to bring you a new sleep story series called Dreamer Chronicles.","76","485","","0","Dreamer Chronicles: A Fully Immersive Bedtime Story Experience","62","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","484961","589","0.776","4","","6","5","0","0.470","53","33","0","15","13","0","","","","","e253eb10cab2ad75950450b17386d071","0.150","Thu, 28 Apr 2022 12:38:25 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/dreamer-chronicles-a-fully-immersive-bedtime-story-experience/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/tips-to-help-your-kids-sleep-better/","text/html","Non-Indexable","200","OK","Canonicalised","Tips to Help Your Kids Sleep Better | BetterSleep","49","430","Several factors can cause children to miss out on sleep and the impacts could be serious. As a parent, you can do a few things to help your child get higher quality sleep.","171","1047","","0","Tips to Help Your Kids Sleep Better","35","","0","What Can Affect a Child’s Sleep?","32","How a Lack of Sleep Impacts Children","36","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","487289","928","1.174","4","","6","5","0","0.470","52","31","0","17","15","0","","","","","6867abc9a02e95917d614cd2a127bb85","0.126","Thu, 28 Apr 2022 12:47:31 GMT","","","","1.1","","","","","","","","","","","","0","9","0.000","7.780","https://www.bettersleep.com/blog/tips-to-help-your-kids-sleep-better/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/wellness-day/","text/html","Non-Indexable","200","OK","Canonicalised","Treat Yourself on Wellness Day | BetterSleep","44","397","You can use Wellness Day as an opportunity to start a new habit or rekindle an old one.","87","545","","0","Wellness Day : Treat Yourself !","31","","0","About Wellness Day","18","How to Treat Yourself With an at-Home Spa Day","45","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","485490","845","1.048","4","","6","5","0","0.470","53","30","0","14","12","0","","","","","6dfbcd77738910b3f081fbe088920c77","0.128","Thu, 28 Apr 2022 12:47:48 GMT","","","","1.1","","","","","","","","","","","","0","25","0.000","35.400","https://www.bettersleep.com/blog/wellness-day/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/choosing-relaxation-music-a-quick-guide/","text/html","Non-Indexable","200","OK","Canonicalised","Choosing Relaxation Music: A Quick Guide | BetterSleep","54","498","Choosing relaxation music varies depending on your definition of relaxing. What may be relaxing to you may not be for someone else.","131","826","","0","Choosing Relaxation Music: A Quick Guide","40","","0","Calming Music and Sounds","24","Jazz Music","10","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486208","816","1.037","4","","6","5","0","0.470","53","30","0","16","14","0","","","","","f253c6c5d36211815536c02ad59f7922","0.172","Thu, 28 Apr 2022 12:37:39 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/choosing-relaxation-music-a-quick-guide/","2022-04-28 09:56:17"
"https://www.bettersleep.com/blog/pairing-meditation-and-music-for-the-perfect-relaxing-combination/","text/html","Non-Indexable","200","OK","Canonicalised","Pairing Meditation and Music for the Perfect Relaxing Combination | BetterSleep","79","703","Let’s explore some soothing meditation and music pairings to help you unwind and relax.","87","545","","0","Pairing Meditation and Music for the Perfect Relaxing Combination","65","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","487520","924","1.203","4","","6","5","0","0.470","57","35","0","15","13","0","","","","","4bfa3046a0eaf0a11ca9d09789973157","0.164","Thu, 28 Apr 2022 12:44:09 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/pairing-meditation-and-music-for-the-perfect-relaxing-combination/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/soothing-music-for-your-pets/","text/html","Non-Indexable","200","OK","Canonicalised","Soothing Music for Your Pets | BetterSleep","42","375","Calming music isn’t just for humans; your pets can benefit too.","63","383","","0","Soothing Music for Your Pets","28","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","485689","883","1.099","4","","6","5","0","0.470","53","30","0","18","16","0","","","","","aed3ca3fa93b8766073d5332ac936bef","0.171","Thu, 28 Apr 2022 12:46:26 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/soothing-music-for-your-pets/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/avoid-road-rage-create-a-space-of-calm/","text/html","Non-Indexable","200","OK","Canonicalised","Avoid Road Rage: Create a Space of Calm | BetterSleep","53","493","We're giving you the low down on what road rage is, how to avoid it, and how you can create a calm space in your car.","117","737","","0","Avoid Road Rage: Create a Space of Calm","39","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","490554","1165","1.457","4","","6","5","0","0.470","52","31","0","14","12","0","","","","","e6a6c40d514afd453f42c6df08089e45","0.148","Thu, 28 Apr 2022 12:56:01 GMT","","","","1.1","","","","","","","","","","","","0","25","0.000","47.160","https://www.bettersleep.com/blog/avoid-road-rage-create-a-space-of-calm/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/bettersleeps-favorite-insomnia-memes/","text/html","Non-Indexable","200","OK","Canonicalised","BetterSleep’s Favorite Insomnia Memes | BetterSleep","51","467","Memes have a way of relating to our struggles while also putting a smile on our faces. Today we wanted to share our favorite insomnia memes.","140","887","","0","BetterSleep’s Favorite Insomnia Memes","37","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","501342","960","1.129","4","","6","5","0","0.470","54","32","0","14","12","0","","","","","36b4474142e8ac9b586ffd25e3b5f739","0.164","Thu, 28 Apr 2022 12:56:03 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/bettersleeps-favorite-insomnia-memes/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/benefits-of-ocean-sounds-for-sleep/","text/html","Non-Indexable","200","OK","Canonicalised","Benefits of Ocean Sounds for Sleep | BetterSleep","48","432","The sound of ocean waves is normally quite relaxing when used as background noise, it can help some people feel more calm, chilled out, and able to rest more easily.","165","1031","","0","Benefits of Ocean Sounds for Sleep","34","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","488592","843","1.045","4","","6","5","0","0.470","53","32","0","16","14","0","","","","","95f9e005fd0e3f1fa8fbe087ffddb794","0.175","Thu, 28 Apr 2022 12:56:02 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/benefits-of-ocean-sounds-for-sleep/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/how-to-find-balance-through-meditation/","text/html","Non-Indexable","200","OK","Canonicalised","How to Find Balance Through Meditation | BetterSleep","52","478","Finding balance in life is something that most people struggle to achieve. For many, it’s a healthy balance between work and everything else","140","866","","0","How to Find Balance Through Meditation","38","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","488882","905","1.158","4","","6","5","0","0.470","53","32","0","14","12","0","","","","","a6e71f9c557e0b0b73f6866e224b4994","0.124","Thu, 28 Apr 2022 12:56:22 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/how-to-find-balance-through-meditation/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/tips-for-getting-your-baby-to-sleep/","text/html","Non-Indexable","200","OK","Canonicalised","Tips for Getting Your Baby to Sleep | BetterSleep","49","429","It can be frustrating for parents when a baby won’t nap, when a newborn is fussy at night, or when a baby only sleeps when held.","128","795","","0","Tips for Getting Your Baby to Sleep","35","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","485918","864","1.056","4","","6","5","0","0.470","52","31","0","14","12","0","","","","","c6ede98f4d0604e862a2e82378ec218c","0.124","Thu, 28 Apr 2022 12:47:27 GMT","","","","1.1","","","","","","","","","","","","0","11","0.000","63.820","https://www.bettersleep.com/blog/tips-for-getting-your-baby-to-sleep/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/how-to-improve-your-sleep-during-pregnancy/","text/html","Non-Indexable","200","OK","Canonicalised","How to Improve Your Sleep During Pregnancy | BetterSleep","56","524","Here’s what you need to know about sleep during pregnancy and how you can improve it.","85","551","","0","How to Improve Your Sleep During Pregnancy","42","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","487440","978","1.199","4","","6","5","0","0.470","58","36","0","16","14","0","","","","","b933ab14268a0b38d47a0feea950f19b","0.186","Thu, 28 Apr 2022 12:40:19 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/how-to-improve-your-sleep-during-pregnancy/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/odd-things-people-do-in-their-sleep-and-why/","text/html","Non-Indexable","200","OK","Canonicalised","Odd Things People Do in Their Sleep and Why | BetterSleep","57","535","When you are in a deep sleep, you don’t have control over your body. While the brain is very active, the body remains inactive, and your senses decrease as well.","161","1011","","0","Odd Things People Do in Their Sleep and Why","43","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","487281","930","1.166","4","","6","5","0","0.470","53","32","0","17","15","0","","","","","da554587ff6588b120dc2891f27119ad","0.155","Thu, 28 Apr 2022 12:42:54 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/odd-things-people-do-in-their-sleep-and-why/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/what-are-the-current-trends-in-improving-wellness/","text/html","Non-Indexable","200","OK","Canonicalised","What Are The Current Trends in Improving Wellness? | BetterSleep","64","594","A lot of the current wellness trends are so well-researched and received, they will most likely be around for a while","117","705","","0","What Are The Current Trends in Improving Wellness?","50","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486893","929","1.181","4","","17","16","0","1.520","53","30","0","17","15","0","","","","","ce04f0c548280f0b535d1806b602e2c8","0.134","Thu, 28 Apr 2022 12:47:54 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/what-are-the-current-trends-in-improving-wellness/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/is-there-such-thing-as-too-much-sleep-for-newborns/","text/html","Non-Indexable","200","OK","Canonicalised","Is There Such Thing as Too Much Sleep for Newborns? | BetterSleep","65","609","Unlike adults and older children, newborn babies do not have an internal clock that helps their bodies to create a sleep schedule.","130","793","","0","Is There Such Thing as Too Much Sleep for Newborns?","51","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","485987","794","0.982","4","","6","5","0","0.470","52","31","0","16","14","0","","","","","ace6b73017402884cc717f87d05142d9","0.242","Thu, 28 Apr 2022 12:41:40 GMT","","","","1.1","","","","","","","","","","","","0","24","0.000","50.080","https://www.bettersleep.com/blog/is-there-such-thing-as-too-much-sleep-for-newborns/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/sleep-tips-for-red-eye-flights/","text/html","Non-Indexable","200","OK","Canonicalised","Sleep Tips for Red Eye Flights | BetterSleep","44","387","Imagine taking a flight in the wee hours of the morning and not letting it throw your sleep routine off balance","111","661","","0","Sleep Tips for Red Eye Flights","30","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486470","954","1.177","4","","6","5","0","0.470","52","31","0","17","15","0","","","","","8204926ddd8745e816045025c1b2247c","0.126","Thu, 28 Apr 2022 12:45:12 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/sleep-tips-for-red-eye-flights/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/whats-the-difference-between-insomnia-and-sleep-apnea/","text/html","Non-Indexable","200","OK","Canonicalised","What’s the Difference Between Insomnia and Sleep Apnea | BetterSleep","68","632","Insomnia and sleep apnea are two different but common sleep disorders. Both lead to sleep deprivation, which can be short-term or chronic and long-lasting.","155","966","","0","What’s the Difference Between Insomnia and Sleep Apnea","54","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","487588","926","1.206","4","","6","5","0","0.470","53","32","0","20","18","0","","","","","badbc907e64a9a2688a48e0fa0717842","0.175","Thu, 28 Apr 2022 12:48:42 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/whats-the-difference-between-insomnia-and-sleep-apnea/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/heart-chakra-affirmations-opening-up-to-love/","text/html","Non-Indexable","200","OK","Canonicalised","Heart Chakra Affirmations – Opening up to Love | BetterSleep","60","541","The heart chakra is a powerful center of love, compassion, and connection.","74","467","","0","Heart Chakra Affirmations – Opening up to Love","46","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486287","908","1.137","4","","8","7","0","0.660","53","32","0","14","12","0","","","","","119b1067d1f5ae298c7cb55f058db418","0.253","Thu, 28 Apr 2022 12:39:05 GMT","","","","1.1","","","","","","","","","","","","6","873","0.007","30.330","https://www.bettersleep.com/blog/heart-chakra-affirmations-opening-up-to-love/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/mattress-toppers-what-you-need-to-know-before-shopping-for-one/","text/html","Non-Indexable","200","OK","Canonicalised","Mattress Toppers: What You Need To Know Before Shopping for One | BetterSleep","77","731","Not all mattress toppers are created equal, though, so here’s what you should know before you buy.","98","617","","0","Mattress Toppers: What You Need To Know Before Shopping for One","63","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","487030","989","1.254","4","","6","5","0","0.470","52","31","0","14","12","0","","","","","47ec09400a06bcfa50662c6b9a764945","0.182","Thu, 28 Apr 2022 12:42:07 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/mattress-toppers-what-you-need-to-know-before-shopping-for-one/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/child-and-beginner-friendly-mindfulness-activities/","text/html","Non-Indexable","200","OK","Canonicalised","5 Child and Beginner-Friendly Mindfulness Activities to Do at Home | BetterSleep","80","711","Many adults have discovered the benefits of mindfulness, but it can be helpful for kids too.","92","556","","0","Child and Beginner-Friendly Mindfulness Activities to Do at Home","64","","0","S.T.O.P.","8","Mindful Eating","14","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486783","881","1.143","4","","6","5","0","0.470","53","32","0","16","14","0","","","","","81a3ca5fdc21cee70616afdcf4a153f2","0.156","Thu, 28 Apr 2022 12:37:37 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/child-and-beginner-friendly-mindfulness-activities/","2022-04-28 09:56:18"
"https://www.bettersleep.com/blog/meet-the-team-social-media-manager/","text/html","Non-Indexable","200","OK","Canonicalised","Meet the Team: 12 Questions With a Social Media Manager","55","525","Behind the Scenes - 12 Questions With a Social Media Manager | BetterSleep","74","487","","0","Meet the Team: 12 Questions With a Social Media Manager","55","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","487334","992","1.199","4","","6","5","0","0.470","52","32","0","15","12","0","","","","","376e8b4b4492271e149ded46c3898d8a","0.161","Thu, 28 Apr 2022 12:42:30 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/meet-the-team-social-media-manager/","2022-04-28 09:56:19"
"https://www.bettersleep.com/blog/how-to-break-the-insomnia-cycle-in-young-adults/","text/html","Non-Indexable","200","OK","Canonicalised","How to Break the Insomnia Cycle in Young Adults | BetterSleep","61","554","Insomnia develops when a person has difficulty falling or staying asleep, and often wakes up too early several times each week, despite having enough time to rest.","163","1014","","0","How to Break the Insomnia Cycle in Young Adults","47","","0","Insomnia in Young Adults","24","How Does Insomnia Begin?","24","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","496742","1650","2.128","4","","9","8","0","0.760","54","33","0","17","14","0","","","","","ed4f92b7e20964c564e84c22bb47affe","0.159","Thu, 28 Apr 2022 12:56:20 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/how-to-break-the-insomnia-cycle-in-young-adults/","2022-04-28 09:56:19"
"https://www.bettersleep.com/blog/how-to-use-the-wheel-of-emotions-for-maximum-benefits/","text/html","Non-Indexable","200","OK","Canonicalised","How to Use the Wheel of Emotions for Maximum Benefits | BetterSleep","67","621","The wheel of emotions is a tool for identifying feelings and breaking down complex emotional states to make them easier to understand","133","833","","0","How to Use the Wheel of Emotions for Maximum Benefits","53","","0","What is the Wheel of Emotions?","30","How to Use the Wheel of Emotions","32","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","489140","911","1.160","4","","6","5","0","0.470","52","29","0","14","12","0","","","","","43eadbe9b3d77bb280622b527bc32898","0.175","Thu, 28 Apr 2022 12:56:28 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/how-to-use-the-wheel-of-emotions-for-maximum-benefits/","2022-04-28 09:56:19"
"https://www.bettersleep.com/blog/a-full-moon-meditation-for-the-full-moon/","text/html","Non-Indexable","200","OK","Canonicalised","A Full Moon Meditation for the Sturgeon Moon of August 22nd | BetterSleep","73","661","A full moon is an opportunity to harness lunar energy for an especially powerful meditation","91","555","","0","A Full Moon Meditation for the Sturgeon Moon of August 22nd","59","","0","About the Sturgeon Moon","23","The only blue moon of the year","30","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","484951","679","0.874","4","","6","5","0","0.470","52","31","0","14","12","0","","","","","692d309199cc4f00a03717e3c5d102f1","0.166","Thu, 28 Apr 2022 12:36:19 GMT","","","","1.1","","","","","","","","","","","","0","55","0.000","49.180","https://www.bettersleep.com/blog/a-full-moon-meditation-for-the-full-moon/","2022-04-28 09:56:19"
"https://www.bettersleep.com/blog/insomnia-and-pms/","text/html","Non-Indexable","200","OK","Canonicalised","How to Sleep Better With PMS | BetterSleep","42","388","PMS (premenstrual syndrome) may be a factor for your poor sleep, but thankfully you can do something about it.","110","693","","0","How to Sleep Better With PMS","28","","0","What is PMS?","12","How Does PMS Affect Sleep?","26","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486517","864","1.103","4","","6","5","0","0.470","53","32","0","17","15","0","","","","","42890e7e262449173faab863e131f288","0.163","Thu, 28 Apr 2022 12:41:23 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/insomnia-and-pms/","2022-04-28 09:56:19"
